year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,2.0
2005,10,2.0
2005,11,8.0
2005,12,9.0
2006,1,13.0
2006,2,20.0
2006,3,37.0
2006,4,33.0
2006,5,41.0
2006,6,48.0
2006,7,59.0
2006,8,53.0
2006,9,65.0
2006,10,72.0
2006,11,64.0
2006,12,74.0
2007,1,85.0
2007,2,77.0
2007,3,100.0
2007,4,91.0
2007,5,90.0
2007,6,125.0
2007,7,131.0
2007,8,113.0
2007,9,123.0
2007,10,96.0
2007,11,101.0
2007,12,79.0
2008,1,88.0
2008,2,61.0
2008,3,89.0
2008,4,40.0
2008,5,38.0
2008,6,32.0
2008,7,26.0
2008,8,22.0
2008,9,22.0
2008,10,19.0
2008,11,11.0
2008,12,7.0
2009,1,4.0
2009,2,4.0
2009,3,4.0
2009,4,3.0
2009,5,1.0
2009,6,2.0
2009,7,0.0
2009,8,3.0
2009,9,1.0
2009,10,1.0
2009,11,1.0
2009,12,0.0
