year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,6.0
2005,5,8.0
2005,6,15.0
2005,7,26.0
2005,8,26.0
2005,9,19.0
2005,10,15.0
2005,11,36.0
2005,12,19.0
2006,1,29.0
2006,2,34.0
2006,3,45.0
2006,4,44.0
2006,5,29.0
2006,6,30.0
2006,7,23.0
2006,8,27.0
2006,9,44.0
2006,10,37.0
2006,11,38.0
2006,12,40.0
2007,1,28.0
2007,2,32.0
2007,3,38.0
2007,4,43.0
2007,5,25.0
2007,6,34.0
2007,7,32.0
2007,8,22.0
2007,9,35.0
2007,10,27.0
2007,11,14.0
2007,12,22.0
2008,1,12.0
2008,2,11.0
2008,3,13.0
2008,4,7.0
2008,5,4.0
2008,6,4.0
2008,7,2.0
2008,8,5.0
2008,9,0.0
2008,10,1.0
2008,11,0.0
2008,12,0.0
2009,1,0.0
2009,2,0.0
2009,3,2.0
2009,4,1.0
2009,5,0.0
2009,6,0.0
2009,7,0.0
2009,8,0.0
2009,9,0.0
2009,10,0.0
2009,11,0.0
2009,12,0.0
