year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,2.0
2005,12,8.0
2006,1,25.0
2006,2,42.0
2006,3,50.0
2006,4,62.0
2006,5,66.0
2006,6,58.0
2006,7,77.0
2006,8,78.0
2006,9,77.0
2006,10,107.0
2006,11,101.0
2006,12,91.0
2007,1,93.0
2007,2,135.0
2007,3,100.0
2007,4,91.0
2007,5,64.0
2007,6,95.0
2007,7,100.0
2007,8,84.0
2007,9,87.0
2007,10,81.0
2007,11,83.0
2007,12,84.0
2008,1,63.0
2008,2,56.0
2008,3,60.0
2008,4,29.0
2008,5,25.0
2008,6,36.0
2008,7,29.0
2008,8,27.0
2008,9,33.0
2008,10,12.0
2008,11,12.0
2008,12,19.0
2009,1,23.0
2009,2,19.0
2009,3,12.0
2009,4,20.0
2009,5,7.0
2009,6,15.0
2009,7,8.0
2009,8,7.0
2009,9,13.0
2009,10,9.0
2009,11,8.0
2009,12,11.0
