year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,1.0
2005,9,9.0
2005,10,18.0
2005,11,22.0
2005,12,34.0
2006,1,56.0
2006,2,58.0
2006,3,104.0
2006,4,142.0
2006,5,119.0
2006,6,126.0
2006,7,156.0
2006,8,128.0
2006,9,206.0
2006,10,180.0
2006,11,196.0
2006,12,180.0
2007,1,206.0
2007,2,208.0
2007,3,268.0
2007,4,190.0
2007,5,158.0
2007,6,199.0
2007,7,199.0
2007,8,208.0
2007,9,177.0
2007,10,188.0
2007,11,172.0
2007,12,130.0
2008,1,152.0
2008,2,118.0
2008,3,137.0
2008,4,78.0
2008,5,75.0
2008,6,60.0
2008,7,45.0
2008,8,54.0
2008,9,32.0
2008,10,28.0
2008,11,17.0
2008,12,10.0
2009,1,5.0
2009,2,4.0
2009,3,6.0
2009,4,1.0
2009,5,2.0
2009,6,3.0
2009,7,4.0
2009,8,2.0
2009,9,3.0
2009,10,3.0
2009,11,0.0
2009,12,1.0
