year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,10.0
2006,12,19.0
2007,1,114.0
2007,2,164.0
2007,3,240.0
2007,4,360.0
2007,5,388.0
2007,6,508.0
2007,7,753.0
2007,8,754.0
2007,9,783.0
2007,10,1079.0
2007,11,728.0
2007,12,1137.0
2008,1,1010.0
2008,2,1077.0
2008,3,1304.0
2008,4,942.0
2008,5,776.0
2008,6,854.0
2008,7,944.0
2008,8,1070.0
2008,9,926.0
2008,10,946.0
2008,11,1057.0
2008,12,620.0
2009,1,511.0
2009,2,384.0
2009,3,282.0
2009,4,144.0
2009,5,124.0
2009,6,131.0
2009,7,91.0
2009,8,82.0
2009,9,47.0
2009,10,37.0
2009,11,33.0
2009,12,24.0
