year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,1.0
2005,11,4.0
2005,12,6.0
2006,1,13.0
2006,2,20.0
2006,3,20.0
2006,4,34.0
2006,5,38.0
2006,6,26.0
2006,7,59.0
2006,8,46.0
2006,9,53.0
2006,10,63.0
2006,11,56.0
2006,12,44.0
2007,1,46.0
2007,2,52.0
2007,3,53.0
2007,4,50.0
2007,5,73.0
2007,6,58.0
2007,7,65.0
2007,8,40.0
2007,9,57.0
2007,10,46.0
2007,11,42.0
2007,12,45.0
2008,1,38.0
2008,2,29.0
2008,3,26.0
2008,4,26.0
2008,5,30.0
2008,6,31.0
2008,7,27.0
2008,8,15.0
2008,9,14.0
2008,10,16.0
2008,11,12.0
2008,12,10.0
2009,1,4.0
2009,2,6.0
2009,3,12.0
2009,4,3.0
2009,5,5.0
2009,6,7.0
2009,7,5.0
2009,8,2.0
2009,9,5.0
2009,10,5.0
2009,11,2.0
2009,12,4.0
