year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,0.0
2006,12,0.0
2007,1,0.0
2007,2,0.0
2007,3,1.0
2007,4,11.0
2007,5,11.0
2007,6,22.0
2007,7,23.0
2007,8,39.0
2007,9,52.0
2007,10,64.0
2007,11,47.0
2007,12,33.0
2008,1,26.0
2008,2,25.0
2008,3,65.0
2008,4,38.0
2008,5,53.0
2008,6,50.0
2008,7,71.0
2008,8,87.0
2008,9,74.0
2008,10,61.0
2008,11,40.0
2008,12,48.0
2009,1,30.0
2009,2,27.0
2009,3,67.0
2009,4,54.0
2009,5,41.0
2009,6,45.0
2009,7,60.0
2009,8,43.0
2009,9,32.0
2009,10,18.0
2009,11,23.0
2009,12,12.0
