year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,4.0
2006,12,9.0
2007,1,33.0
2007,2,54.0
2007,3,70.0
2007,4,118.0
2007,5,70.0
2007,6,90.0
2007,7,108.0
2007,8,135.0
2007,9,126.0
2007,10,211.0
2007,11,131.0
2007,12,224.0
2008,1,158.0
2008,2,184.0
2008,3,270.0
2008,4,200.0
2008,5,145.0
2008,6,159.0
2008,7,144.0
2008,8,187.0
2008,9,153.0
2008,10,163.0
2008,11,204.0
2008,12,88.0
2009,1,69.0
2009,2,37.0
2009,3,23.0
2009,4,23.0
2009,5,10.0
2009,6,11.0
2009,7,5.0
2009,8,9.0
2009,9,7.0
2009,10,3.0
2009,11,4.0
2009,12,1.0
