year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,1.0
2005,11,19.0
2005,12,31.0
2006,1,65.0
2006,2,76.0
2006,3,97.0
2006,4,76.0
2006,5,135.0
2006,6,117.0
2006,7,165.0
2006,8,164.0
2006,9,216.0
2006,10,250.0
2006,11,261.0
2006,12,251.0
2007,1,289.0
2007,2,279.0
2007,3,339.0
2007,4,272.0
2007,5,259.0
2007,6,255.0
2007,7,273.0
2007,8,283.0
2007,9,239.0
2007,10,237.0
2007,11,224.0
2007,12,200.0
2008,1,179.0
2008,2,182.0
2008,3,210.0
2008,4,146.0
2008,5,99.0
2008,6,101.0
2008,7,119.0
2008,8,117.0
2008,9,86.0
2008,10,63.0
2008,11,41.0
2008,12,40.0
2009,1,17.0
2009,2,11.0
2009,3,8.0
2009,4,4.0
2009,5,3.0
2009,6,3.0
2009,7,2.0
2009,8,3.0
2009,9,3.0
2009,10,1.0
2009,11,3.0
2009,12,1.0
