year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,3.0
2005,10,7.0
2005,11,11.0
2005,12,16.0
2006,1,11.0
2006,2,19.0
2006,3,28.0
2006,4,20.0
2006,5,41.0
2006,6,21.0
2006,7,13.0
2006,8,14.0
2006,9,20.0
2006,10,13.0
2006,11,14.0
2006,12,20.0
2007,1,15.0
2007,2,20.0
2007,3,17.0
2007,4,18.0
2007,5,8.0
2007,6,16.0
2007,7,14.0
2007,8,18.0
2007,9,14.0
2007,10,21.0
2007,11,18.0
2007,12,16.0
2008,1,17.0
2008,2,17.0
2008,3,11.0
2008,4,12.0
2008,5,9.0
2008,6,9.0
2008,7,6.0
2008,8,7.0
2008,9,5.0
2008,10,4.0
2008,11,8.0
2008,12,1.0
2009,1,3.0
2009,2,1.0
2009,3,1.0
2009,4,1.0
2009,5,0.0
2009,6,0.0
2009,7,0.0
2009,8,1.0
2009,9,0.0
2009,10,0.0
2009,11,0.0
2009,12,0.0
