year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,4.0
2005,10,11.0
2005,11,13.0
2005,12,11.0
2006,1,16.0
2006,2,25.0
2006,3,32.0
2006,4,33.0
2006,5,49.0
2006,6,65.0
2006,7,54.0
2006,8,58.0
2006,9,50.0
2006,10,52.0
2006,11,75.0
2006,12,58.0
2007,1,44.0
2007,2,55.0
2007,3,45.0
2007,4,39.0
2007,5,36.0
2007,6,40.0
2007,7,47.0
2007,8,55.0
2007,9,61.0
2007,10,49.0
2007,11,35.0
2007,12,46.0
2008,1,37.0
2008,2,38.0
2008,3,41.0
2008,4,29.0
2008,5,13.0
2008,6,16.0
2008,7,18.0
2008,8,23.0
2008,9,19.0
2008,10,6.0
2008,11,6.0
2008,12,6.0
2009,1,4.0
2009,2,0.0
2009,3,1.0
2009,4,0.0
2009,5,3.0
2009,6,0.0
2009,7,1.0
2009,8,1.0
2009,9,0.0
2009,10,0.0
2009,11,0.0
2009,12,0.0
