year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,1.0
2005,4,4.0
2005,5,1.0
2005,6,5.0
2005,7,2.0
2005,8,8.0
2005,9,2.0
2005,10,2.0
2005,11,8.0
2005,12,4.0
2006,1,14.0
2006,2,9.0
2006,3,11.0
2006,4,9.0
2006,5,6.0
2006,6,11.0
2006,7,11.0
2006,8,8.0
2006,9,10.0
2006,10,6.0
2006,11,8.0
2006,12,14.0
2007,1,7.0
2007,2,6.0
2007,3,10.0
2007,4,7.0
2007,5,11.0
2007,6,8.0
2007,7,9.0
2007,8,10.0
2007,9,6.0
2007,10,6.0
2007,11,5.0
2007,12,4.0
2008,1,3.0
2008,2,0.0
2008,3,3.0
2008,4,4.0
2008,5,0.0
2008,6,0.0
2008,7,0.0
2008,8,0.0
2008,9,0.0
2008,10,2.0
2008,11,0.0
2008,12,0.0
2009,1,1.0
2009,2,0.0
2009,3,0.0
2009,4,1.0
2009,5,0.0
2009,6,0.0
2009,7,0.0
2009,8,0.0
2009,9,0.0
2009,10,0.0
2009,11,0.0
2009,12,0.0
