year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,5.0
2005,12,3.0
2006,1,2.0
2006,2,3.0
2006,3,2.0
2006,4,5.0
2006,5,11.0
2006,6,22.0
2006,7,20.0
2006,8,33.0
2006,9,22.0
2006,10,35.0
2006,11,23.0
2006,12,22.0
2007,1,21.0
2007,2,28.0
2007,3,19.0
2007,4,18.0
2007,5,21.0
2007,6,10.0
2007,7,23.0
2007,8,13.0
2007,9,16.0
2007,10,19.0
2007,11,23.0
2007,12,20.0
2008,1,21.0
2008,2,15.0
2008,3,15.0
2008,4,23.0
2008,5,6.0
2008,6,19.0
2008,7,8.0
2008,8,7.0
2008,9,6.0
2008,10,4.0
2008,11,2.0
2008,12,4.0
2009,1,0.0
2009,2,0.0
2009,3,2.0
2009,4,2.0
2009,5,1.0
2009,6,0.0
2009,7,0.0
2009,8,1.0
2009,9,1.0
2009,10,1.0
2009,11,2.0
2009,12,0.0
