year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,1.0
2006,11,7.0
2006,12,13.0
2007,1,32.0
2007,2,25.0
2007,3,48.0
2007,4,45.0
2007,5,45.0
2007,6,57.0
2007,7,60.0
2007,8,80.0
2007,9,83.0
2007,10,86.0
2007,11,84.0
2007,12,81.0
2008,1,92.0
2008,2,93.0
2008,3,99.0
2008,4,90.0
2008,5,71.0
2008,6,97.0
2008,7,82.0
2008,8,81.0
2008,9,76.0
2008,10,73.0
2008,11,76.0
2008,12,78.0
2009,1,61.0
2009,2,43.0
2009,3,22.0
2009,4,11.0
2009,5,18.0
2009,6,15.0
2009,7,9.0
2009,8,7.0
2009,9,4.0
2009,10,1.0
2009,11,2.0
2009,12,0.0
