year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,2.0
2005,11,4.0
2005,12,11.0
2006,1,19.0
2006,2,31.0
2006,3,26.0
2006,4,23.0
2006,5,35.0
2006,6,20.0
2006,7,19.0
2006,8,30.0
2006,9,20.0
2006,10,31.0
2006,11,23.0
2006,12,23.0
2007,1,40.0
2007,2,24.0
2007,3,30.0
2007,4,33.0
2007,5,20.0
2007,6,17.0
2007,7,37.0
2007,8,24.0
2007,9,34.0
2007,10,25.0
2007,11,31.0
2007,12,16.0
2008,1,14.0
2008,2,21.0
2008,3,19.0
2008,4,20.0
2008,5,9.0
2008,6,17.0
2008,7,10.0
2008,8,17.0
2008,9,11.0
2008,10,8.0
2008,11,13.0
2008,12,4.0
2009,1,0.0
2009,2,2.0
2009,3,3.0
2009,4,0.0
2009,5,0.0
2009,6,0.0
2009,7,2.0
2009,8,1.0
2009,9,0.0
2009,10,0.0
2009,11,0.0
2009,12,0.0
