year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,1.0
2006,7,2.0
2006,8,1.0
2006,9,3.0
2006,10,5.0
2006,11,7.0
2006,12,10.0
2007,1,10.0
2007,2,6.0
2007,3,14.0
2007,4,12.0
2007,5,14.0
2007,6,11.0
2007,7,15.0
2007,8,13.0
2007,9,12.0
2007,10,7.0
2007,11,7.0
2007,12,7.0
2008,1,5.0
2008,2,6.0
2008,3,14.0
2008,4,12.0
2008,5,12.0
2008,6,7.0
2008,7,5.0
2008,8,6.0
2008,9,1.0
2008,10,2.0
2008,11,3.0
2008,12,2.0
2009,1,4.0
2009,2,5.0
2009,3,0.0
2009,4,4.0
2009,5,1.0
2009,6,0.0
2009,7,0.0
2009,8,0.0
2009,9,4.0
2009,10,0.0
2009,11,2.0
2009,12,0.0
