year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,1.0
2005,12,1.0
2006,1,2.0
2006,2,1.0
2006,3,3.0
2006,4,5.0
2006,5,6.0
2006,6,6.0
2006,7,1.0
2006,8,5.0
2006,9,6.0
2006,10,7.0
2006,11,9.0
2006,12,15.0
2007,1,4.0
2007,2,2.0
2007,3,8.0
2007,4,11.0
2007,5,10.0
2007,6,5.0
2007,7,7.0
2007,8,7.0
2007,9,11.0
2007,10,21.0
2007,11,12.0
2007,12,9.0
2008,1,8.0
2008,2,7.0
2008,3,14.0
2008,4,8.0
2008,5,4.0
2008,6,16.0
2008,7,6.0
2008,8,10.0
2008,9,11.0
2008,10,11.0
2008,11,5.0
2008,12,7.0
2009,1,3.0
2009,2,3.0
2009,3,5.0
2009,4,1.0
2009,5,2.0
2009,6,1.0
2009,7,0.0
2009,8,0.0
2009,9,2.0
2009,10,1.0
2009,11,1.0
2009,12,5.0
