year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,1.0
2006,5,0.0
2006,6,3.0
2006,7,12.0
2006,8,13.0
2006,9,30.0
2006,10,47.0
2006,11,48.0
2006,12,50.0
2007,1,49.0
2007,2,32.0
2007,3,41.0
2007,4,33.0
2007,5,36.0
2007,6,26.0
2007,7,28.0
2007,8,23.0
2007,9,24.0
2007,10,25.0
2007,11,37.0
2007,12,21.0
2008,1,16.0
2008,2,19.0
2008,3,11.0
2008,4,14.0
2008,5,11.0
2008,6,11.0
2008,7,7.0
2008,8,15.0
2008,9,14.0
2008,10,10.0
2008,11,8.0
2008,12,12.0
2009,1,12.0
2009,2,3.0
2009,3,5.0
2009,4,5.0
2009,5,1.0
2009,6,4.0
2009,7,2.0
2009,8,3.0
2009,9,1.0
2009,10,1.0
2009,11,0.0
2009,12,0.0
