year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,1.0
2005,11,5.0
2005,12,16.0
2006,1,15.0
2006,2,31.0
2006,3,29.0
2006,4,30.0
2006,5,58.0
2006,6,36.0
2006,7,20.0
2006,8,30.0
2006,9,20.0
2006,10,22.0
2006,11,30.0
2006,12,25.0
2007,1,24.0
2007,2,24.0
2007,3,55.0
2007,4,38.0
2007,5,32.0
2007,6,24.0
2007,7,33.0
2007,8,62.0
2007,9,56.0
2007,10,50.0
2007,11,40.0
2007,12,32.0
2008,1,39.0
2008,2,41.0
2008,3,47.0
2008,4,31.0
2008,5,27.0
2008,6,15.0
2008,7,21.0
2008,8,34.0
2008,9,23.0
2008,10,22.0
2008,11,18.0
2008,12,9.0
2009,1,5.0
2009,2,11.0
2009,3,9.0
2009,4,6.0
2009,5,2.0
2009,6,0.0
2009,7,1.0
2009,8,2.0
2009,9,1.0
2009,10,2.0
2009,11,0.0
2009,12,0.0
