year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,2.0
2005,11,12.0
2005,12,35.0
2006,1,43.0
2006,2,69.0
2006,3,53.0
2006,4,64.0
2006,5,60.0
2006,6,101.0
2006,7,92.0
2006,8,97.0
2006,9,142.0
2006,10,152.0
2006,11,143.0
2006,12,123.0
2007,1,132.0
2007,2,139.0
2007,3,86.0
2007,4,89.0
2007,5,71.0
2007,6,89.0
2007,7,111.0
2007,8,97.0
2007,9,110.0
2007,10,97.0
2007,11,76.0
2007,12,64.0
2008,1,53.0
2008,2,64.0
2008,3,48.0
2008,4,42.0
2008,5,26.0
2008,6,24.0
2008,7,29.0
2008,8,35.0
2008,9,22.0
2008,10,5.0
2008,11,12.0
2008,12,9.0
2009,1,3.0
2009,2,2.0
2009,3,1.0
2009,4,0.0
2009,5,0.0
2009,6,3.0
2009,7,0.0
2009,8,1.0
2009,9,2.0
2009,10,0.0
2009,11,2.0
2009,12,0.0
