year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,0.0
2006,12,0.0
2007,1,0.0
2007,2,0.0
2007,3,0.0
2007,4,0.0
2007,5,0.0
2007,6,0.0
2007,7,0.0
2007,8,3.0
2007,9,22.0
2007,10,36.0
2007,11,32.0
2007,12,38.0
2008,1,29.0
2008,2,17.0
2008,3,20.0
2008,4,20.0
2008,5,29.0
2008,6,16.0
2008,7,45.0
2008,8,44.0
2008,9,51.0
2008,10,33.0
2008,11,38.0
2008,12,26.0
2009,1,26.0
2009,2,15.0
2009,3,28.0
2009,4,23.0
2009,5,24.0
2009,6,28.0
2009,7,20.0
2009,8,20.0
2009,9,11.0
2009,10,6.0
2009,11,5.0
2009,12,3.0
