year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,0.0
2006,12,0.0
2007,1,0.0
2007,2,0.0
2007,3,0.0
2007,4,0.0
2007,5,0.0
2007,6,0.0
2007,7,0.0
2007,8,4.0
2007,9,12.0
2007,10,30.0
2007,11,26.0
2007,12,39.0
2008,1,51.0
2008,2,39.0
2008,3,86.0
2008,4,57.0
2008,5,52.0
2008,6,82.0
2008,7,96.0
2008,8,96.0
2008,9,131.0
2008,10,112.0
2008,11,102.0
2008,12,101.0
2009,1,70.0
2009,2,34.0
2009,3,34.0
2009,4,21.0
2009,5,16.0
2009,6,12.0
2009,7,13.0
2009,8,10.0
2009,9,15.0
2009,10,10.0
2009,11,8.0
2009,12,4.0
