year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,0.0
2006,12,0.0
2007,1,0.0
2007,2,0.0
2007,3,0.0
2007,4,3.0
2007,5,9.0
2007,6,10.0
2007,7,29.0
2007,8,33.0
2007,9,34.0
2007,10,32.0
2007,11,42.0
2007,12,34.0
2008,1,41.0
2008,2,25.0
2008,3,41.0
2008,4,34.0
2008,5,34.0
2008,6,47.0
2008,7,44.0
2008,8,45.0
2008,9,30.0
2008,10,46.0
2008,11,33.0
2008,12,28.0
2009,1,36.0
2009,2,31.0
2009,3,55.0
2009,4,34.0
2009,5,28.0
2009,6,39.0
2009,7,27.0
2009,8,28.0
2009,9,25.0
2009,10,14.0
2009,11,13.0
2009,12,6.0
