year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,8.0
2006,12,22.0
2007,1,33.0
2007,2,37.0
2007,3,45.0
2007,4,48.0
2007,5,42.0
2007,6,46.0
2007,7,48.0
2007,8,58.0
2007,9,62.0
2007,10,68.0
2007,11,70.0
2007,12,58.0
2008,1,90.0
2008,2,86.0
2008,3,112.0
2008,4,81.0
2008,5,78.0
2008,6,100.0
2008,7,109.0
2008,8,103.0
2008,9,113.0
2008,10,100.0
2008,11,163.0
2008,12,112.0
2009,1,95.0
2009,2,73.0
2009,3,52.0
2009,4,42.0
2009,5,32.0
2009,6,29.0
2009,7,20.0
2009,8,18.0
2009,9,11.0
2009,10,7.0
2009,11,4.0
2009,12,1.0
