year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,3.0
2006,2,0.0
2006,3,1.0
2006,4,2.0
2006,5,1.0
2006,6,3.0
2006,7,5.0
2006,8,6.0
2006,9,3.0
2006,10,3.0
2006,11,3.0
2006,12,3.0
2007,1,4.0
2007,2,4.0
2007,3,3.0
2007,4,4.0
2007,5,3.0
2007,6,3.0
2007,7,1.0
2007,8,4.0
2007,9,3.0
2007,10,6.0
2007,11,7.0
2007,12,4.0
2008,1,2.0
2008,2,2.0
2008,3,4.0
2008,4,3.0
2008,5,3.0
2008,6,3.0
2008,7,1.0
2008,8,2.0
2008,9,1.0
2008,10,0.0
2008,11,1.0
2008,12,1.0
2009,1,0.0
2009,2,1.0
2009,3,0.0
2009,4,0.0
2009,5,0.0
2009,6,0.0
2009,7,0.0
2009,8,0.0
2009,9,0.0
2009,10,0.0
2009,11,0.0
2009,12,0.0
