year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,5.0
2006,5,14.0
2006,6,31.0
2006,7,55.0
2006,8,57.0
2006,9,89.0
2006,10,134.0
2006,11,148.0
2006,12,189.0
2007,1,210.0
2007,2,179.0
2007,3,221.0
2007,4,210.0
2007,5,188.0
2007,6,201.0
2007,7,214.0
2007,8,174.0
2007,9,216.0
2007,10,180.0
2007,11,225.0
2007,12,170.0
2008,1,171.0
2008,2,158.0
2008,3,171.0
2008,4,151.0
2008,5,120.0
2008,6,123.0
2008,7,114.0
2008,8,92.0
2008,9,104.0
2008,10,77.0
2008,11,63.0
2008,12,38.0
2009,1,33.0
2009,2,24.0
2009,3,12.0
2009,4,11.0
2009,5,8.0
2009,6,2.0
2009,7,3.0
2009,8,0.0
2009,9,2.0
2009,10,2.0
2009,11,1.0
2009,12,0.0
