year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,1.0
2005,4,2.0
2005,5,0.0
2005,6,2.0
2005,7,3.0
2005,8,9.0
2005,9,7.0
2005,10,4.0
2005,11,3.0
2005,12,4.0
2006,1,7.0
2006,2,13.0
2006,3,20.0
2006,4,18.0
2006,5,19.0
2006,6,6.0
2006,7,12.0
2006,8,20.0
2006,9,17.0
2006,10,22.0
2006,11,19.0
2006,12,23.0
2007,1,15.0
2007,2,17.0
2007,3,21.0
2007,4,16.0
2007,5,21.0
2007,6,21.0
2007,7,26.0
2007,8,28.0
2007,9,32.0
2007,10,36.0
2007,11,21.0
2007,12,8.0
2008,1,7.0
2008,2,4.0
2008,3,4.0
2008,4,8.0
2008,5,2.0
2008,6,0.0
2008,7,0.0
2008,8,1.0
2008,9,0.0
2008,10,1.0
2008,11,0.0
2008,12,0.0
2009,1,1.0
2009,2,1.0
2009,3,0.0
2009,4,0.0
2009,5,0.0
2009,6,0.0
2009,7,0.0
2009,8,0.0
2009,9,0.0
2009,10,0.0
2009,11,0.0
2009,12,0.0
