year,month,number_repair
2005,1,0.0
2005,2,1.0
2005,3,0.0
2005,4,3.0
2005,5,2.0
2005,6,5.0
2005,7,8.0
2005,8,5.0
2005,9,19.0
2005,10,9.0
2005,11,19.0
2005,12,10.0
2006,1,12.0
2006,2,18.0
2006,3,17.0
2006,4,12.0
2006,5,14.0
2006,6,11.0
2006,7,14.0
2006,8,9.0
2006,9,15.0
2006,10,16.0
2006,11,12.0
2006,12,13.0
2007,1,15.0
2007,2,16.0
2007,3,14.0
2007,4,12.0
2007,5,8.0
2007,6,10.0
2007,7,6.0
2007,8,9.0
2007,9,7.0
2007,10,9.0
2007,11,3.0
2007,12,6.0
2008,1,2.0
2008,2,4.0
2008,3,2.0
2008,4,3.0
2008,5,2.0
2008,6,3.0
2008,7,0.0
2008,8,1.0
2008,9,1.0
2008,10,0.0
2008,11,0.0
2008,12,1.0
2009,1,1.0
2009,2,0.0
2009,3,3.0
2009,4,0.0
2009,5,0.0
2009,6,1.0
2009,7,1.0
2009,8,1.0
2009,9,0.0
2009,10,0.0
2009,11,0.0
2009,12,1.0
