year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,2.0
2005,11,6.0
2005,12,14.0
2006,1,16.0
2006,2,8.0
2006,3,12.0
2006,4,15.0
2006,5,19.0
2006,6,16.0
2006,7,32.0
2006,8,44.0
2006,9,49.0
2006,10,86.0
2006,11,92.0
2006,12,107.0
2007,1,77.0
2007,2,119.0
2007,3,154.0
2007,4,171.0
2007,5,187.0
2007,6,231.0
2007,7,260.0
2007,8,319.0
2007,9,407.0
2007,10,303.0
2007,11,375.0
2007,12,443.0
2008,1,337.0
2008,2,408.0
2008,3,412.0
2008,4,404.0
2008,5,408.0
2008,6,391.0
2008,7,443.0
2008,8,384.0
2008,9,389.0
2008,10,290.0
2008,11,321.0
2008,12,301.0
2009,1,195.0
2009,2,186.0
2009,3,255.0
2009,4,249.0
2009,5,163.0
2009,6,214.0
2009,7,231.0
2009,8,215.0
2009,9,231.0
2009,10,194.0
2009,11,262.0
2009,12,223.0
