year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,1.0
2006,5,1.0
2006,6,2.0
2006,7,8.0
2006,8,4.0
2006,9,7.0
2006,10,15.0
2006,11,14.0
2006,12,23.0
2007,1,14.0
2007,2,13.0
2007,3,14.0
2007,4,27.0
2007,5,15.0
2007,6,12.0
2007,7,20.0
2007,8,12.0
2007,9,17.0
2007,10,18.0
2007,11,20.0
2007,12,20.0
2008,1,11.0
2008,2,12.0
2008,3,21.0
2008,4,15.0
2008,5,7.0
2008,6,14.0
2008,7,4.0
2008,8,11.0
2008,9,17.0
2008,10,15.0
2008,11,10.0
2008,12,6.0
2009,1,7.0
2009,2,4.0
2009,3,2.0
2009,4,1.0
2009,5,1.0
2009,6,1.0
2009,7,1.0
2009,8,0.0
2009,9,2.0
2009,10,0.0
2009,11,0.0
2009,12,0.0
