year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,2.0
2005,11,1.0
2005,12,3.0
2006,1,2.0
2006,2,0.0
2006,3,3.0
2006,4,5.0
2006,5,5.0
2006,6,10.0
2006,7,9.0
2006,8,12.0
2006,9,16.0
2006,10,11.0
2006,11,21.0
2006,12,17.0
2007,1,11.0
2007,2,17.0
2007,3,10.0
2007,4,10.0
2007,5,14.0
2007,6,10.0
2007,7,19.0
2007,8,22.0
2007,9,29.0
2007,10,20.0
2007,11,17.0
2007,12,18.0
2008,1,10.0
2008,2,6.0
2008,3,8.0
2008,4,5.0
2008,5,3.0
2008,6,6.0
2008,7,5.0
2008,8,5.0
2008,9,0.0
2008,10,4.0
2008,11,7.0
2008,12,4.0
2009,1,6.0
2009,2,4.0
2009,3,2.0
2009,4,2.0
2009,5,2.0
2009,6,3.0
2009,7,4.0
2009,8,10.0
2009,9,5.0
2009,10,5.0
2009,11,2.0
2009,12,6.0
