year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,1.0
2006,11,23.0
2006,12,42.0
2007,1,147.0
2007,2,158.0
2007,3,214.0
2007,4,226.0
2007,5,218.0
2007,6,254.0
2007,7,316.0
2007,8,278.0
2007,9,318.0
2007,10,346.0
2007,11,328.0
2007,12,312.0
2008,1,356.0
2008,2,356.0
2008,3,453.0
2008,4,311.0
2008,5,250.0
2008,6,353.0
2008,7,319.0
2008,8,378.0
2008,9,321.0
2008,10,302.0
2008,11,316.0
2008,12,290.0
2009,1,211.0
2009,2,191.0
2009,3,141.0
2009,4,68.0
2009,5,82.0
2009,6,68.0
2009,7,48.0
2009,8,38.0
2009,9,26.0
2009,10,20.0
2009,11,21.0
2009,12,9.0
