year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,2.0
2005,11,3.0
2005,12,0.0
2006,1,7.0
2006,2,4.0
2006,3,4.0
2006,4,6.0
2006,5,5.0
2006,6,6.0
2006,7,5.0
2006,8,4.0
2006,9,4.0
2006,10,13.0
2006,11,11.0
2006,12,11.0
2007,1,13.0
2007,2,12.0
2007,3,3.0
2007,4,10.0
2007,5,6.0
2007,6,9.0
2007,7,6.0
2007,8,18.0
2007,9,24.0
2007,10,30.0
2007,11,18.0
2007,12,6.0
2008,1,13.0
2008,2,14.0
2008,3,13.0
2008,4,10.0
2008,5,4.0
2008,6,4.0
2008,7,3.0
2008,8,4.0
2008,9,4.0
2008,10,1.0
2008,11,1.0
2008,12,0.0
2009,1,0.0
2009,2,0.0
2009,3,2.0
2009,4,1.0
2009,5,0.0
2009,6,0.0
2009,7,0.0
2009,8,0.0
2009,9,0.0
2009,10,0.0
2009,11,0.0
2009,12,0.0
