year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,2.0
2005,11,1.0
2005,12,6.0
2006,1,5.0
2006,2,2.0
2006,3,5.0
2006,4,3.0
2006,5,6.0
2006,6,8.0
2006,7,20.0
2006,8,24.0
2006,9,25.0
2006,10,55.0
2006,11,65.0
2006,12,74.0
2007,1,50.0
2007,2,92.0
2007,3,114.0
2007,4,135.0
2007,5,159.0
2007,6,170.0
2007,7,208.0
2007,8,232.0
2007,9,344.0
2007,10,257.0
2007,11,309.0
2007,12,359.0
2008,1,268.0
2008,2,293.0
2008,3,337.0
2008,4,311.0
2008,5,328.0
2008,6,300.0
2008,7,335.0
2008,8,297.0
2008,9,293.0
2008,10,220.0
2008,11,254.0
2008,12,218.0
2009,1,148.0
2009,2,128.0
2009,3,202.0
2009,4,181.0
2009,5,127.0
2009,6,167.0
2009,7,196.0
2009,8,163.0
2009,9,179.0
2009,10,160.0
2009,11,217.0
2009,12,171.0
