year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,0.0
2006,12,0.0
2007,1,0.0
2007,2,0.0
2007,3,0.0
2007,4,0.0
2007,5,0.0
2007,6,0.0
2007,7,0.0
2007,8,0.0
2007,9,12.0
2007,10,7.0
2007,11,34.0
2007,12,16.0
2008,1,20.0
2008,2,17.0
2008,3,26.0
2008,4,39.0
2008,5,21.0
2008,6,30.0
2008,7,32.0
2008,8,36.0
2008,9,28.0
2008,10,14.0
2008,11,12.0
2008,12,12.0
2009,1,8.0
2009,2,2.0
2009,3,3.0
2009,4,3.0
2009,5,5.0
2009,6,6.0
2009,7,6.0
2009,8,7.0
2009,9,0.0
2009,10,1.0
2009,11,2.0
2009,12,0.0
