year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,6.0
2006,6,15.0
2006,7,29.0
2006,8,25.0
2006,9,30.0
2006,10,42.0
2006,11,50.0
2006,12,55.0
2007,1,45.0
2007,2,59.0
2007,3,62.0
2007,4,56.0
2007,5,47.0
2007,6,65.0
2007,7,66.0
2007,8,51.0
2007,9,79.0
2007,10,66.0
2007,11,69.0
2007,12,63.0
2008,1,90.0
2008,2,120.0
2008,3,104.0
2008,4,87.0
2008,5,83.0
2008,6,119.0
2008,7,123.0
2008,8,114.0
2008,9,142.0
2008,10,109.0
2008,11,87.0
2008,12,62.0
2009,1,49.0
2009,2,31.0
2009,3,19.0
2009,4,10.0
2009,5,4.0
2009,6,6.0
2009,7,9.0
2009,8,9.0
2009,9,4.0
2009,10,1.0
2009,11,1.0
2009,12,0.0
