year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,2.0
2005,4,4.0
2005,5,2.0
2005,6,8.0
2005,7,7.0
2005,8,9.0
2005,9,15.0
2005,10,14.0
2005,11,19.0
2005,12,16.0
2006,1,19.0
2006,2,19.0
2006,3,44.0
2006,4,40.0
2006,5,48.0
2006,6,62.0
2006,7,72.0
2006,8,36.0
2006,9,33.0
2006,10,56.0
2006,11,75.0
2006,12,54.0
2007,1,27.0
2007,2,58.0
2007,3,60.0
2007,4,41.0
2007,5,35.0
2007,6,40.0
2007,7,49.0
2007,8,52.0
2007,9,31.0
2007,10,24.0
2007,11,26.0
2007,12,17.0
2008,1,19.0
2008,2,15.0
2008,3,13.0
2008,4,13.0
2008,5,6.0
2008,6,3.0
2008,7,1.0
2008,8,5.0
2008,9,0.0
2008,10,1.0
2008,11,0.0
2008,12,2.0
2009,1,3.0
2009,2,2.0
2009,3,1.0
2009,4,0.0
2009,5,0.0
2009,6,0.0
2009,7,0.0
2009,8,0.0
2009,9,0.0
2009,10,0.0
2009,11,0.0
2009,12,1.0
