year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,5.0
2005,12,21.0
2006,1,44.0
2006,2,41.0
2006,3,54.0
2006,4,105.0
2006,5,96.0
2006,6,56.0
2006,7,67.0
2006,8,57.0
2006,9,75.0
2006,10,84.0
2006,11,62.0
2006,12,94.0
2007,1,67.0
2007,2,94.0
2007,3,79.0
2007,4,80.0
2007,5,85.0
2007,6,79.0
2007,7,74.0
2007,8,52.0
2007,9,67.0
2007,10,65.0
2007,11,61.0
2007,12,58.0
2008,1,49.0
2008,2,50.0
2008,3,26.0
2008,4,16.0
2008,5,28.0
2008,6,14.0
2008,7,10.0
2008,8,11.0
2008,9,5.0
2008,10,11.0
2008,11,17.0
2008,12,35.0
2009,1,21.0
2009,2,5.0
2009,3,5.0
2009,4,1.0
2009,5,2.0
2009,6,0.0
2009,7,3.0
2009,8,0.0
2009,9,1.0
2009,10,0.0
2009,11,5.0
2009,12,2.0
