year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,0.0
2006,12,0.0
2007,1,0.0
2007,2,0.0
2007,3,6.0
2007,4,34.0
2007,5,53.0
2007,6,87.0
2007,7,154.0
2007,8,143.0
2007,9,144.0
2007,10,152.0
2007,11,149.0
2007,12,170.0
2008,1,147.0
2008,2,108.0
2008,3,203.0
2008,4,124.0
2008,5,109.0
2008,6,99.0
2008,7,103.0
2008,8,95.0
2008,9,102.0
2008,10,142.0
2008,11,187.0
2008,12,174.0
2009,1,175.0
2009,2,145.0
2009,3,52.0
2009,4,30.0
2009,5,23.0
2009,6,12.0
2009,7,6.0
2009,8,18.0
2009,9,9.0
2009,10,5.0
2009,11,6.0
2009,12,9.0
