year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,8.0
2005,10,36.0
2005,11,75.0
2005,12,82.0
2006,1,118.0
2006,2,133.0
2006,3,197.0
2006,4,312.0
2006,5,206.0
2006,6,171.0
2006,7,212.0
2006,8,235.0
2006,9,256.0
2006,10,264.0
2006,11,276.0
2006,12,275.0
2007,1,313.0
2007,2,257.0
2007,3,338.0
2007,4,317.0
2007,5,298.0
2007,6,318.0
2007,7,392.0
2007,8,372.0
2007,9,479.0
2007,10,515.0
2007,11,509.0
2007,12,442.0
2008,1,435.0
2008,2,387.0
2008,3,382.0
2008,4,295.0
2008,5,232.0
2008,6,185.0
2008,7,171.0
2008,8,189.0
2008,9,177.0
2008,10,125.0
2008,11,103.0
2008,12,76.0
2009,1,67.0
2009,2,46.0
2009,3,68.0
2009,4,34.0
2009,5,40.0
2009,6,21.0
2009,7,35.0
2009,8,32.0
2009,9,25.0
2009,10,15.0
2009,11,19.0
2009,12,21.0
