year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,0.0
2006,12,0.0
2007,1,0.0
2007,2,0.0
2007,3,0.0
2007,4,0.0
2007,5,0.0
2007,6,0.0
2007,7,0.0
2007,8,1.0
2007,9,1.0
2007,10,1.0
2007,11,6.0
2007,12,11.0
2008,1,17.0
2008,2,14.0
2008,3,8.0
2008,4,2.0
2008,5,5.0
2008,6,7.0
2008,7,6.0
2008,8,11.0
2008,9,7.0
2008,10,9.0
2008,11,8.0
2008,12,2.0
2009,1,7.0
2009,2,7.0
2009,3,4.0
2009,4,7.0
2009,5,5.0
2009,6,5.0
2009,7,4.0
2009,8,3.0
2009,9,3.0
2009,10,2.0
2009,11,0.0
2009,12,2.0
