year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,0.0
2006,12,0.0
2007,1,0.0
2007,2,0.0
2007,3,0.0
2007,4,29.0
2007,5,70.0
2007,6,89.0
2007,7,184.0
2007,8,284.0
2007,9,255.0
2007,10,223.0
2007,11,202.0
2007,12,228.0
2008,1,210.0
2008,2,137.0
2008,3,274.0
2008,4,218.0
2008,5,231.0
2008,6,267.0
2008,7,361.0
2008,8,287.0
2008,9,319.0
2008,10,272.0
2008,11,241.0
2008,12,207.0
2009,1,182.0
2009,2,148.0
2009,3,224.0
2009,4,156.0
2009,5,203.0
2009,6,205.0
2009,7,201.0
2009,8,191.0
2009,9,121.0
2009,10,53.0
2009,11,50.0
2009,12,36.0
