year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,3.0
2006,5,11.0
2006,6,44.0
2006,7,64.0
2006,8,79.0
2006,9,131.0
2006,10,182.0
2006,11,179.0
2006,12,206.0
2007,1,248.0
2007,2,198.0
2007,3,215.0
2007,4,207.0
2007,5,184.0
2007,6,206.0
2007,7,271.0
2007,8,231.0
2007,9,273.0
2007,10,216.0
2007,11,197.0
2007,12,168.0
2008,1,179.0
2008,2,153.0
2008,3,180.0
2008,4,162.0
2008,5,140.0
2008,6,147.0
2008,7,122.0
2008,8,134.0
2008,9,114.0
2008,10,113.0
2008,11,67.0
2008,12,68.0
2009,1,39.0
2009,2,29.0
2009,3,29.0
2009,4,10.0
2009,5,13.0
2009,6,9.0
2009,7,7.0
2009,8,5.0
2009,9,4.0
2009,10,3.0
2009,11,4.0
2009,12,4.0
