year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,1.0
2005,11,2.0
2005,12,1.0
2006,1,6.0
2006,2,6.0
2006,3,16.0
2006,4,19.0
2006,5,18.0
2006,6,15.0
2006,7,18.0
2006,8,33.0
2006,9,23.0
2006,10,34.0
2006,11,36.0
2006,12,33.0
2007,1,31.0
2007,2,36.0
2007,3,40.0
2007,4,38.0
2007,5,45.0
2007,6,40.0
2007,7,49.0
2007,8,54.0
2007,9,51.0
2007,10,45.0
2007,11,48.0
2007,12,53.0
2008,1,49.0
2008,2,49.0
2008,3,35.0
2008,4,42.0
2008,5,19.0
2008,6,24.0
2008,7,17.0
2008,8,27.0
2008,9,21.0
2008,10,14.0
2008,11,11.0
2008,12,1.0
2009,1,3.0
2009,2,4.0
2009,3,2.0
2009,4,1.0
2009,5,0.0
2009,6,1.0
2009,7,0.0
2009,8,1.0
2009,9,0.0
2009,10,0.0
2009,11,0.0
2009,12,0.0
