year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,4.0
2006,1,9.0
2006,2,22.0
2006,3,15.0
2006,4,30.0
2006,5,36.0
2006,6,17.0
2006,7,14.0
2006,8,11.0
2006,9,17.0
2006,10,14.0
2006,11,15.0
2006,12,14.0
2007,1,8.0
2007,2,10.0
2007,3,7.0
2007,4,5.0
2007,5,7.0
2007,6,6.0
2007,7,10.0
2007,8,4.0
2007,9,2.0
2007,10,5.0
2007,11,8.0
2007,12,2.0
2008,1,1.0
2008,2,2.0
2008,3,1.0
2008,4,3.0
2008,5,2.0
2008,6,2.0
2008,7,1.0
2008,8,0.0
2008,9,2.0
2008,10,0.0
2008,11,0.0
2008,12,2.0
2009,1,1.0
2009,2,1.0
2009,3,0.0
2009,4,0.0
2009,5,0.0
2009,6,1.0
2009,7,0.0
2009,8,0.0
2009,9,1.0
2009,10,1.0
2009,11,0.0
2009,12,0.0
