year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,0.0
2006,12,0.0
2007,1,0.0
2007,2,0.0
2007,3,2.0
2007,4,11.0
2007,5,25.0
2007,6,36.0
2007,7,45.0
2007,8,85.0
2007,9,138.0
2007,10,109.0
2007,11,122.0
2007,12,120.0
2008,1,125.0
2008,2,94.0
2008,3,191.0
2008,4,140.0
2008,5,105.0
2008,6,117.0
2008,7,120.0
2008,8,91.0
2008,9,59.0
2008,10,68.0
2008,11,67.0
2008,12,61.0
2009,1,46.0
2009,2,27.0
2009,3,23.0
2009,4,15.0
2009,5,24.0
2009,6,23.0
2009,7,37.0
2009,8,16.0
2009,9,14.0
2009,10,6.0
2009,11,5.0
2009,12,8.0
