year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,3.0
2005,11,8.0
2005,12,14.0
2006,1,27.0
2006,2,37.0
2006,3,20.0
2006,4,38.0
2006,5,30.0
2006,6,28.0
2006,7,42.0
2006,8,35.0
2006,9,47.0
2006,10,57.0
2006,11,53.0
2006,12,57.0
2007,1,56.0
2007,2,45.0
2007,3,56.0
2007,4,59.0
2007,5,34.0
2007,6,48.0
2007,7,50.0
2007,8,46.0
2007,9,46.0
2007,10,45.0
2007,11,38.0
2007,12,37.0
2008,1,47.0
2008,2,22.0
2008,3,31.0
2008,4,12.0
2008,5,10.0
2008,6,12.0
2008,7,9.0
2008,8,12.0
2008,9,9.0
2008,10,6.0
2008,11,5.0
2008,12,0.0
2009,1,1.0
2009,2,0.0
2009,3,1.0
2009,4,1.0
2009,5,1.0
2009,6,0.0
2009,7,0.0
2009,8,0.0
2009,9,1.0
2009,10,0.0
2009,11,1.0
2009,12,0.0
