year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,1.0
2005,9,3.0
2005,10,9.0
2005,11,8.0
2005,12,9.0
2006,1,14.0
2006,2,24.0
2006,3,24.0
2006,4,17.0
2006,5,18.0
2006,6,9.0
2006,7,24.0
2006,8,13.0
2006,9,28.0
2006,10,21.0
2006,11,28.0
2006,12,35.0
2007,1,34.0
2007,2,49.0
2007,3,63.0
2007,4,76.0
2007,5,67.0
2007,6,80.0
2007,7,86.0
2007,8,79.0
2007,9,117.0
2007,10,85.0
2007,11,107.0
2007,12,93.0
2008,1,136.0
2008,2,132.0
2008,3,183.0
2008,4,98.0
2008,5,70.0
2008,6,53.0
2008,7,66.0
2008,8,82.0
2008,9,62.0
2008,10,37.0
2008,11,31.0
2008,12,15.0
2009,1,11.0
2009,2,9.0
2009,3,9.0
2009,4,11.0
2009,5,1.0
2009,6,1.0
2009,7,4.0
2009,8,4.0
2009,9,8.0
2009,10,5.0
2009,11,0.0
2009,12,2.0
