year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,1.0
2006,12,5.0
2007,1,12.0
2007,2,19.0
2007,3,19.0
2007,4,25.0
2007,5,17.0
2007,6,17.0
2007,7,18.0
2007,8,18.0
2007,9,19.0
2007,10,27.0
2007,11,21.0
2007,12,9.0
2008,1,28.0
2008,2,16.0
2008,3,43.0
2008,4,25.0
2008,5,22.0
2008,6,47.0
2008,7,33.0
2008,8,32.0
2008,9,30.0
2008,10,36.0
2008,11,24.0
2008,12,20.0
2009,1,15.0
2009,2,5.0
2009,3,5.0
2009,4,5.0
2009,5,8.0
2009,6,6.0
2009,7,5.0
2009,8,1.0
2009,9,6.0
2009,10,0.0
2009,11,1.0
2009,12,0.0
