year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,2.0
2005,12,7.0
2006,1,8.0
2006,2,9.0
2006,3,15.0
2006,4,15.0
2006,5,14.0
2006,6,10.0
2006,7,9.0
2006,8,9.0
2006,9,6.0
2006,10,18.0
2006,11,17.0
2006,12,20.0
2007,1,14.0
2007,2,17.0
2007,3,13.0
2007,4,17.0
2007,5,28.0
2007,6,27.0
2007,7,29.0
2007,8,21.0
2007,9,15.0
2007,10,29.0
2007,11,30.0
2007,12,10.0
2008,1,13.0
2008,2,30.0
2008,3,40.0
2008,4,30.0
2008,5,20.0
2008,6,16.0
2008,7,11.0
2008,8,13.0
2008,9,15.0
2008,10,11.0
2008,11,10.0
2008,12,7.0
2009,1,8.0
2009,2,8.0
2009,3,10.0
2009,4,9.0
2009,5,7.0
2009,6,6.0
2009,7,6.0
2009,8,8.0
2009,9,5.0
2009,10,6.0
2009,11,5.0
2009,12,5.0
