year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,1.0
2006,12,1.0
2007,1,10.0
2007,2,11.0
2007,3,13.0
2007,4,31.0
2007,5,27.0
2007,6,19.0
2007,7,17.0
2007,8,24.0
2007,9,22.0
2007,10,24.0
2007,11,29.0
2007,12,23.0
2008,1,40.0
2008,2,35.0
2008,3,30.0
2008,4,23.0
2008,5,18.0
2008,6,18.0
2008,7,15.0
2008,8,18.0
2008,9,19.0
2008,10,15.0
2008,11,20.0
2008,12,5.0
2009,1,12.0
2009,2,8.0
2009,3,8.0
2009,4,4.0
2009,5,7.0
2009,6,2.0
2009,7,2.0
2009,8,1.0
2009,9,2.0
2009,10,0.0
2009,11,0.0
2009,12,0.0
