year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,1.0
2005,11,0.0
2005,12,1.0
2006,1,3.0
2006,2,1.0
2006,3,0.0
2006,4,2.0
2006,5,2.0
2006,6,0.0
2006,7,4.0
2006,8,1.0
2006,9,5.0
2006,10,7.0
2006,11,4.0
2006,12,7.0
2007,1,3.0
2007,2,5.0
2007,3,7.0
2007,4,6.0
2007,5,6.0
2007,6,9.0
2007,7,6.0
2007,8,3.0
2007,9,8.0
2007,10,11.0
2007,11,12.0
2007,12,8.0
2008,1,5.0
2008,2,5.0
2008,3,9.0
2008,4,10.0
2008,5,3.0
2008,6,5.0
2008,7,6.0
2008,8,10.0
2008,9,14.0
2008,10,6.0
2008,11,3.0
2008,12,3.0
2009,1,2.0
2009,2,5.0
2009,3,2.0
2009,4,4.0
2009,5,5.0
2009,6,0.0
2009,7,5.0
2009,8,3.0
2009,9,2.0
2009,10,3.0
2009,11,2.0
2009,12,0.0
