year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,1.0
2005,4,5.0
2005,5,10.0
2005,6,20.0
2005,7,31.0
2005,8,36.0
2005,9,26.0
2005,10,38.0
2005,11,57.0
2005,12,34.0
2006,1,33.0
2006,2,40.0
2006,3,71.0
2006,4,80.0
2006,5,58.0
2006,6,23.0
2006,7,28.0
2006,8,23.0
2006,9,18.0
2006,10,17.0
2006,11,31.0
2006,12,36.0
2007,1,26.0
2007,2,29.0
2007,3,28.0
2007,4,23.0
2007,5,15.0
2007,6,17.0
2007,7,22.0
2007,8,20.0
2007,9,20.0
2007,10,18.0
2007,11,18.0
2007,12,14.0
2008,1,13.0
2008,2,9.0
2008,3,12.0
2008,4,6.0
2008,5,6.0
2008,6,2.0
2008,7,3.0
2008,8,4.0
2008,9,4.0
2008,10,3.0
2008,11,1.0
2008,12,3.0
2009,1,0.0
2009,2,0.0
2009,3,2.0
2009,4,0.0
2009,5,0.0
2009,6,0.0
2009,7,0.0
2009,8,0.0
2009,9,0.0
2009,10,0.0
2009,11,0.0
2009,12,0.0
