year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,1.0
2006,5,3.0
2006,6,8.0
2006,7,17.0
2006,8,24.0
2006,9,34.0
2006,10,51.0
2006,11,48.0
2006,12,50.0
2007,1,75.0
2007,2,79.0
2007,3,60.0
2007,4,57.0
2007,5,57.0
2007,6,70.0
2007,7,66.0
2007,8,52.0
2007,9,79.0
2007,10,67.0
2007,11,62.0
2007,12,54.0
2008,1,67.0
2008,2,49.0
2008,3,69.0
2008,4,66.0
2008,5,49.0
2008,6,55.0
2008,7,69.0
2008,8,49.0
2008,9,47.0
2008,10,30.0
2008,11,45.0
2008,12,23.0
2009,1,13.0
2009,2,7.0
2009,3,4.0
2009,4,4.0
2009,5,5.0
2009,6,3.0
2009,7,0.0
2009,8,1.0
2009,9,0.0
2009,10,1.0
2009,11,0.0
2009,12,0.0
