year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,2.0
2006,6,7.0
2006,7,5.0
2006,8,12.0
2006,9,14.0
2006,10,16.0
2006,11,16.0
2006,12,18.0
2007,1,20.0
2007,2,12.0
2007,3,18.0
2007,4,16.0
2007,5,14.0
2007,6,8.0
2007,7,10.0
2007,8,9.0
2007,9,9.0
2007,10,7.0
2007,11,8.0
2007,12,7.0
2008,1,6.0
2008,2,9.0
2008,3,12.0
2008,4,7.0
2008,5,3.0
2008,6,8.0
2008,7,1.0
2008,8,4.0
2008,9,12.0
2008,10,9.0
2008,11,2.0
2008,12,2.0
2009,1,3.0
2009,2,0.0
2009,3,1.0
2009,4,0.0
2009,5,0.0
2009,6,0.0
2009,7,1.0
2009,8,1.0
2009,9,1.0
2009,10,0.0
2009,11,0.0
2009,12,0.0
