year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,4.0
2005,4,4.0
2005,5,6.0
2005,6,15.0
2005,7,21.0
2005,8,37.0
2005,9,27.0
2005,10,28.0
2005,11,34.0
2005,12,26.0
2006,1,47.0
2006,2,40.0
2006,3,59.0
2006,4,56.0
2006,5,58.0
2006,6,60.0
2006,7,77.0
2006,8,70.0
2006,9,73.0
2006,10,55.0
2006,11,71.0
2006,12,54.0
2007,1,67.0
2007,2,82.0
2007,3,73.0
2007,4,69.0
2007,5,50.0
2007,6,53.0
2007,7,43.0
2007,8,61.0
2007,9,55.0
2007,10,40.0
2007,11,40.0
2007,12,19.0
2008,1,19.0
2008,2,14.0
2008,3,13.0
2008,4,9.0
2008,5,11.0
2008,6,5.0
2008,7,4.0
2008,8,6.0
2008,9,4.0
2008,10,1.0
2008,11,6.0
2008,12,2.0
2009,1,2.0
2009,2,0.0
2009,3,2.0
2009,4,3.0
2009,5,1.0
2009,6,1.0
2009,7,0.0
2009,8,2.0
2009,9,1.0
2009,10,1.0
2009,11,1.0
2009,12,2.0
