year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,2.0
2005,11,9.0
2005,12,7.0
2006,1,19.0
2006,2,26.0
2006,3,20.0
2006,4,29.0
2006,5,52.0
2006,6,61.0
2006,7,74.0
2006,8,78.0
2006,9,115.0
2006,10,137.0
2006,11,132.0
2006,12,136.0
2007,1,136.0
2007,2,179.0
2007,3,205.0
2007,4,166.0
2007,5,147.0
2007,6,170.0
2007,7,155.0
2007,8,143.0
2007,9,184.0
2007,10,193.0
2007,11,168.0
2007,12,159.0
2008,1,178.0
2008,2,140.0
2008,3,203.0
2008,4,169.0
2008,5,94.0
2008,6,97.0
2008,7,116.0
2008,8,115.0
2008,9,100.0
2008,10,56.0
2008,11,52.0
2008,12,15.0
2009,1,19.0
2009,2,5.0
2009,3,9.0
2009,4,9.0
2009,5,2.0
2009,6,0.0
2009,7,3.0
2009,8,1.0
2009,9,0.0
2009,10,1.0
2009,11,0.0
2009,12,0.0
