year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,9.0
2005,4,42.0
2005,5,76.0
2005,6,145.0
2005,7,180.0
2005,8,253.0
2005,9,248.0
2005,10,287.0
2005,11,348.0
2005,12,310.0
2006,1,376.0
2006,2,457.0
2006,3,555.0
2006,4,440.0
2006,5,315.0
2006,6,267.0
2006,7,349.0
2006,8,322.0
2006,9,289.0
2006,10,232.0
2006,11,199.0
2006,12,183.0
2007,1,257.0
2007,2,299.0
2007,3,236.0
2007,4,248.0
2007,5,215.0
2007,6,245.0
2007,7,254.0
2007,8,287.0
2007,9,227.0
2007,10,242.0
2007,11,149.0
2007,12,138.0
2008,1,108.0
2008,2,81.0
2008,3,78.0
2008,4,47.0
2008,5,34.0
2008,6,40.0
2008,7,33.0
2008,8,30.0
2008,9,37.0
2008,10,42.0
2008,11,59.0
2008,12,77.0
2009,1,64.0
2009,2,42.0
2009,3,22.0
2009,4,16.0
2009,5,10.0
2009,6,13.0
2009,7,13.0
2009,8,13.0
2009,9,17.0
2009,10,9.0
2009,11,7.0
2009,12,6.0
