year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,1.0
2006,5,10.0
2006,6,4.0
2006,7,12.0
2006,8,20.0
2006,9,23.0
2006,10,32.0
2006,11,41.0
2006,12,41.0
2007,1,29.0
2007,2,41.0
2007,3,32.0
2007,4,43.0
2007,5,34.0
2007,6,45.0
2007,7,44.0
2007,8,41.0
2007,9,49.0
2007,10,32.0
2007,11,33.0
2007,12,41.0
2008,1,29.0
2008,2,46.0
2008,3,37.0
2008,4,27.0
2008,5,30.0
2008,6,38.0
2008,7,24.0
2008,8,24.0
2008,9,28.0
2008,10,24.0
2008,11,14.0
2008,12,16.0
2009,1,7.0
2009,2,6.0
2009,3,3.0
2009,4,0.0
2009,5,8.0
2009,6,4.0
2009,7,2.0
2009,8,1.0
2009,9,3.0
2009,10,1.0
2009,11,3.0
2009,12,0.0
