year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,1.0
2005,4,1.0
2005,5,3.0
2005,6,6.0
2005,7,2.0
2005,8,16.0
2005,9,13.0
2005,10,18.0
2005,11,15.0
2005,12,9.0
2006,1,22.0
2006,2,27.0
2006,3,26.0
2006,4,40.0
2006,5,20.0
2006,6,18.0
2006,7,19.0
2006,8,15.0
2006,9,22.0
2006,10,25.0
2006,11,20.0
2006,12,15.0
2007,1,15.0
2007,2,16.0
2007,3,25.0
2007,4,14.0
2007,5,10.0
2007,6,18.0
2007,7,12.0
2007,8,11.0
2007,9,14.0
2007,10,5.0
2007,11,14.0
2007,12,6.0
2008,1,5.0
2008,2,4.0
2008,3,6.0
2008,4,5.0
2008,5,1.0
2008,6,1.0
2008,7,2.0
2008,8,1.0
2008,9,2.0
2008,10,0.0
2008,11,0.0
2008,12,0.0
2009,1,1.0
2009,2,0.0
2009,3,2.0
2009,4,0.0
2009,5,1.0
2009,6,0.0
2009,7,0.0
2009,8,0.0
2009,9,1.0
2009,10,0.0
2009,11,1.0
2009,12,0.0
