year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,4.0
2005,10,4.0
2005,11,5.0
2005,12,11.0
2006,1,23.0
2006,2,25.0
2006,3,36.0
2006,4,45.0
2006,5,33.0
2006,6,32.0
2006,7,42.0
2006,8,34.0
2006,9,36.0
2006,10,37.0
2006,11,45.0
2006,12,38.0
2007,1,42.0
2007,2,41.0
2007,3,30.0
2007,4,25.0
2007,5,17.0
2007,6,16.0
2007,7,25.0
2007,8,26.0
2007,9,21.0
2007,10,25.0
2007,11,16.0
2007,12,14.0
2008,1,12.0
2008,2,16.0
2008,3,13.0
2008,4,12.0
2008,5,2.0
2008,6,6.0
2008,7,5.0
2008,8,5.0
2008,9,6.0
2008,10,2.0
2008,11,8.0
2008,12,0.0
2009,1,3.0
2009,2,3.0
2009,3,8.0
2009,4,3.0
2009,5,3.0
2009,6,2.0
2009,7,2.0
2009,8,0.0
2009,9,2.0
2009,10,4.0
2009,11,1.0
2009,12,1.0
