year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,2.0
2005,11,5.0
2005,12,7.0
2006,1,12.0
2006,2,6.0
2006,3,5.0
2006,4,13.0
2006,5,4.0
2006,6,2.0
2006,7,14.0
2006,8,8.0
2006,9,8.0
2006,10,8.0
2006,11,18.0
2006,12,10.0
2007,1,24.0
2007,2,19.0
2007,3,16.0
2007,4,23.0
2007,5,13.0
2007,6,17.0
2007,7,33.0
2007,8,37.0
2007,9,28.0
2007,10,41.0
2007,11,46.0
2007,12,32.0
2008,1,43.0
2008,2,24.0
2008,3,26.0
2008,4,29.0
2008,5,16.0
2008,6,13.0
2008,7,19.0
2008,8,15.0
2008,9,16.0
2008,10,14.0
2008,11,10.0
2008,12,10.0
2009,1,11.0
2009,2,6.0
2009,3,7.0
2009,4,6.0
2009,5,2.0
2009,6,2.0
2009,7,5.0
2009,8,2.0
2009,9,2.0
2009,10,0.0
2009,11,2.0
2009,12,1.0
