year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,5.0
2005,11,26.0
2005,12,31.0
2006,1,35.0
2006,2,35.0
2006,3,75.0
2006,4,70.0
2006,5,80.0
2006,6,88.0
2006,7,137.0
2006,8,139.0
2006,9,127.0
2006,10,164.0
2006,11,175.0
2006,12,177.0
2007,1,112.0
2007,2,196.0
2007,3,159.0
2007,4,196.0
2007,5,164.0
2007,6,204.0
2007,7,172.0
2007,8,171.0
2007,9,208.0
2007,10,163.0
2007,11,152.0
2007,12,178.0
2008,1,131.0
2008,2,99.0
2008,3,120.0
2008,4,102.0
2008,5,82.0
2008,6,78.0
2008,7,89.0
2008,8,67.0
2008,9,55.0
2008,10,39.0
2008,11,20.0
2008,12,19.0
2009,1,14.0
2009,2,19.0
2009,3,15.0
2009,4,12.0
2009,5,10.0
2009,6,7.0
2009,7,7.0
2009,8,9.0
2009,9,3.0
2009,10,7.0
2009,11,5.0
2009,12,2.0
