year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,1.0
2005,4,1.0
2005,5,3.0
2005,6,2.0
2005,7,3.0
2005,8,3.0
2005,9,5.0
2005,10,8.0
2005,11,16.0
2005,12,6.0
2006,1,12.0
2006,2,15.0
2006,3,19.0
2006,4,19.0
2006,5,7.0
2006,6,18.0
2006,7,16.0
2006,8,11.0
2006,9,21.0
2006,10,23.0
2006,11,18.0
2006,12,17.0
2007,1,12.0
2007,2,19.0
2007,3,15.0
2007,4,16.0
2007,5,12.0
2007,6,14.0
2007,7,15.0
2007,8,9.0
2007,9,10.0
2007,10,12.0
2007,11,5.0
2007,12,7.0
2008,1,4.0
2008,2,9.0
2008,3,11.0
2008,4,6.0
2008,5,3.0
2008,6,4.0
2008,7,3.0
2008,8,6.0
2008,9,0.0
2008,10,0.0
2008,11,0.0
2008,12,0.0
2009,1,1.0
2009,2,0.0
2009,3,3.0
2009,4,3.0
2009,5,0.0
2009,6,1.0
2009,7,1.0
2009,8,0.0
2009,9,0.0
2009,10,0.0
2009,11,0.0
2009,12,1.0
